ticker,tp_pct,sl_pct,trades,win_rate,avg_pnl,avg_win,avg_loss,best,worst,avg_hold,final_cap,total_ret,cagr,max_dd,calmar,tp_hits,sl_hits,score_exits,time_exits
CUMMINSIND.NS,5.0,5.0,47,57.4,2.23,7.07,-4.31,13.81,-14.72,11.6,256761.3,156.76,15.81,24.23,0.65,26,6,15,0
CUMMINSIND.NS,5.0,10.0,47,57.4,2.15,7.07,-4.49,13.81,-14.72,11.7,246986.65,146.99,15.11,24.17,0.63,26,0,21,0
CUMMINSIND.NS,5.0,15.0,47,57.4,2.15,7.07,-4.49,13.81,-14.72,11.7,246986.65,146.99,15.11,24.17,0.63,26,0,21,0
MUTHOOTFIN.NS,2.0,5.0,61,57.4,0.3,4.23,-4.99,11.21,-13.0,7.7,111429.25,11.43,1.7,25.89,0.07,34,11,16,0
BAJFINANCE.NS,3.0,5.0,42,57.1,1.2,5.15,-4.07,13.19,-13.21,10.9,155938.32,55.94,7.16,17.69,0.4,24,5,13,0
ABCAPITAL.NS,2.0,5.0,63,57.1,0.42,4.69,-5.27,11.29,-11.63,7.0,119149.4,19.15,2.76,34.23,0.08,36,17,10,0
ABCAPITAL.NS,3.0,20.0,58,56.9,0.8,5.3,-5.14,11.29,-11.63,8.5,145589.95,45.59,6.02,34.71,0.17,33,0,25,0
ABCAPITAL.NS,3.0,15.0,58,56.9,0.8,5.3,-5.14,11.29,-11.63,8.5,145589.95,45.59,6.02,34.71,0.17,33,0,25,0
ABCAPITAL.NS,3.0,10.0,58,56.9,0.8,5.3,-5.14,11.29,-11.63,8.5,145589.95,45.59,6.02,34.71,0.17,33,2,23,0
ABCAPITAL.NS,3.0,25.0,58,56.9,0.8,5.3,-5.14,11.29,-11.63,8.5,145589.95,45.59,6.02,34.71,0.17,33,0,25,0
INDIANB.NS,2.0,5.0,60,56.7,0.73,5.02,-4.88,17.48,-13.0,6.7,140719.7,40.72,5.46,22.71,0.24,35,10,15,0
CHOLAFIN.NS,3.0,5.0,60,56.7,0.76,5.16,-5.0,19.5,-11.86,6.6,142670.7,42.67,5.69,33.48,0.17,34,14,12,0
RBLBANK.NS,2.0,15.0,64,56.2,0.39,4.76,-5.24,24.88,-10.98,6.2,115107.45,15.11,2.21,30.31,0.07,37,0,27,0
RBLBANK.NS,2.0,20.0,64,56.2,0.39,4.76,-5.24,24.88,-10.98,6.2,115107.45,15.11,2.21,30.31,0.07,37,0,27,0
RBLBANK.NS,2.0,10.0,64,56.2,0.39,4.76,-5.24,24.88,-10.98,6.2,115107.45,15.11,2.21,30.31,0.07,37,2,25,0
RBLBANK.NS,2.0,25.0,64,56.2,0.39,4.76,-5.24,24.88,-10.98,6.2,115107.45,15.11,2.21,30.31,0.07,37,0,27,0
ABCAPITAL.NS,3.0,5.0,61,55.7,0.75,5.34,-5.04,11.29,-11.63,7.9,143436.73,43.44,5.78,34.23,0.17,34,15,12,0
MUTHOOTFIN.NS,3.0,15.0,56,55.4,0.56,4.79,-4.68,11.21,-13.0,9.4,126130.6,26.13,3.68,24.05,0.15,28,0,27,1
MUTHOOTFIN.NS,3.0,25.0,56,55.4,0.56,4.79,-4.68,11.21,-13.0,9.4,126130.6,26.13,3.68,24.05,0.15,28,0,27,1
MUTHOOTFIN.NS,3.0,20.0,56,55.4,0.56,4.79,-4.68,11.21,-13.0,9.4,126130.6,26.13,3.68,24.05,0.15,28,0,27,1
MUTHOOTFIN.NS,3.0,10.0,56,55.4,0.56,4.79,-4.68,11.21,-13.0,9.4,126130.6,26.13,3.68,24.05,0.15,28,1,26,1
KARURVYSYA.NS,5.0,20.0,47,55.3,2.31,7.98,-4.72,20.06,-8.92,13.6,260414.28,160.41,16.06,18.57,0.86,24,0,23,0
KARURVYSYA.NS,5.0,10.0,47,55.3,2.31,7.98,-4.72,20.06,-8.92,13.6,260414.28,160.41,16.06,18.57,0.86,24,0,23,0
KARURVYSYA.NS,5.0,15.0,47,55.3,2.31,7.98,-4.72,20.06,-8.92,13.6,260414.28,160.41,16.06,18.57,0.86,24,0,23,0
GMRINFRA.NS,2.0,15.0,47,55.3,0.53,6.0,-6.23,15.9,-15.59,6.8,113997.3,14.0,2.55,28.25,0.09,26,0,21,0
GMRINFRA.NS,2.0,20.0,47,55.3,0.53,6.0,-6.23,15.9,-15.59,6.8,113997.3,14.0,2.55,28.25,0.09,26,0,21,0
GMRINFRA.NS,2.0,10.0,47,55.3,0.53,6.0,-6.23,15.9,-15.59,6.8,113997.3,14.0,2.55,28.25,0.09,26,3,18,0
KARURVYSYA.NS,5.0,25.0,47,55.3,2.31,7.98,-4.72,20.06,-8.92,13.6,260414.28,160.41,16.06,18.57,0.86,24,0,23,0
GMRINFRA.NS,2.0,25.0,47,55.3,0.53,6.0,-6.23,15.9,-15.59,6.8,113997.3,14.0,2.55,28.25,0.09,26,0,21,0
FEDERALBNK.NS,2.0,25.0,67,55.2,0.39,3.91,-3.95,10.59,-8.64,7.6,121753.32,21.75,3.11,33.36,0.09,38,0,29,0
FEDERALBNK.NS,2.0,10.0,67,55.2,0.39,3.91,-3.95,10.59,-8.64,7.6,121753.32,21.75,3.11,33.36,0.09,38,0,29,0
RBLBANK.NS,2.0,5.0,67,55.2,0.33,4.76,-5.14,24.88,-9.52,5.8,111804.84,11.8,1.75,29.57,0.06,38,14,15,0
FEDERALBNK.NS,2.0,15.0,67,55.2,0.39,3.91,-3.95,10.59,-8.64,7.6,121753.32,21.75,3.11,33.36,0.09,38,0,29,0
FEDERALBNK.NS,2.0,20.0,67,55.2,0.39,3.91,-3.95,10.59,-8.64,7.6,121753.32,21.75,3.11,33.36,0.09,38,0,29,0
M&M.NS,2.0,20.0,60,55.0,0.46,6.19,-6.53,30.37,-14.23,6.2,107154.64,7.15,1.08,61.12,0.02,34,0,26,0
HEROMOTOCO.NS,3.0,25.0,40,55.0,1.2,4.64,-3.01,8.28,-9.34,9.4,154627.0,54.63,7.02,13.1,0.54,22,0,18,0
M&M.NS,2.0,10.0,60,55.0,0.53,6.19,-6.37,30.37,-12.96,6.1,112534.64,12.53,1.86,61.12,0.03,34,5,21,0
HEROMOTOCO.NS,3.0,20.0,40,55.0,1.2,4.64,-3.01,8.28,-9.34,9.4,154627.0,54.63,7.02,13.1,0.54,22,0,18,0
HEROMOTOCO.NS,3.0,10.0,40,55.0,1.2,4.64,-3.01,8.28,-9.34,9.4,154627.0,54.63,7.02,13.1,0.54,22,0,18,0
M&M.NS,2.0,25.0,60,55.0,0.46,6.19,-6.53,30.37,-14.23,6.2,107154.64,7.15,1.08,61.12,0.02,34,0,26,0
HEROMOTOCO.NS,3.0,15.0,40,55.0,1.2,4.64,-3.01,8.28,-9.34,9.4,154627.0,54.63,7.02,13.1,0.54,22,0,18,0
M&M.NS,2.0,15.0,60,55.0,0.46,6.19,-6.53,30.37,-14.23,6.2,107154.64,7.15,1.08,61.12,0.02,34,0,26,0
MARUTI.NS,3.0,10.0,51,54.9,1.27,4.52,-2.68,9.58,-6.41,10.1,178259.25,78.26,9.41,8.73,1.08,27,0,24,0
MARUTI.NS,3.0,5.0,51,54.9,1.27,4.52,-2.68,9.58,-6.41,10.1,178259.25,78.26,9.41,8.73,1.08,27,1,23,0
MARUTI.NS,3.0,25.0,51,54.9,1.27,4.52,-2.68,9.58,-6.41,10.1,178259.25,78.26,9.41,8.73,1.08,27,0,24,0
MARUTI.NS,3.0,15.0,51,54.9,1.27,4.52,-2.68,9.58,-6.41,10.1,178259.25,78.26,9.41,8.73,1.08,27,0,24,0
MARUTI.NS,3.0,20.0,51,54.9,1.27,4.52,-2.68,9.58,-6.41,10.1,178259.25,78.26,9.41,8.73,1.08,27,0,24,0
BSE.NS,8.0,5.0,51,54.9,4.01,11.52,-5.13,21.88,-10.27,10.6,610493.64,510.49,32.52,23.12,1.41,26,17,8,0
INDIGO.NS,2.0,25.0,62,54.8,0.39,4.46,-4.54,17.95,-18.29,7.0,116395.6,16.4,2.39,28.82,0.08,33,0,29,0
INDIGO.NS,2.0,20.0,62,54.8,0.39,4.46,-4.54,17.95,-18.29,7.0,116395.6,16.4,2.39,28.82,0.08,33,0,29,0
INDIGO.NS,2.0,15.0,62,54.8,0.39,4.46,-4.54,17.95,-18.29,7.0,116395.6,16.4,2.39,28.82,0.08,33,0,29,0
INDIGO.NS,2.0,10.0,62,54.8,0.39,4.46,-4.54,17.95,-18.29,7.0,116395.6,16.4,2.39,28.82,0.08,33,1,28,0
ANANDRATHI.NS,8.0,25.0,31,54.8,2.4,7.21,-3.44,14.18,-8.15,17.1,194986.4,94.99,17.08,17.67,0.97,11,0,17,3
ANANDRATHI.NS,8.0,15.0,31,54.8,2.4,7.21,-3.44,14.18,-8.15,17.1,194986.4,94.99,17.08,17.67,0.97,11,0,17,3
ANANDRATHI.NS,8.0,20.0,31,54.8,2.4,7.21,-3.44,14.18,-8.15,17.1,194986.4,94.99,17.08,17.67,0.97,11,0,17,3
INDIGO.NS,2.0,5.0,62,54.8,0.61,4.46,-4.07,17.95,-9.07,6.9,134994.6,34.99,4.78,25.32,0.19,33,6,23,0
ANANDRATHI.NS,8.0,10.0,31,54.8,2.4,7.21,-3.44,14.18,-8.15,17.1,194986.4,94.99,17.08,17.67,0.97,11,0,17,3
ANANDRATHI.NS,8.0,5.0,31,54.8,2.49,7.21,-3.24,14.18,-6.55,16.9,200377.45,100.38,17.83,17.73,1.01,11,5,12,3
CUB.NS,2.0,5.0,53,54.7,0.02,4.11,-4.92,7.77,-9.38,7.2,95032.47,-4.97,-0.79,35.35,-0.02,28,12,13,0
HBLENGINE.NS,3.0,25.0,11,54.5,0.26,5.44,-5.96,8.43,-9.46,7.5,100875.45,0.88,0.71,15.21,0.05,6,0,5,0
TVSMOTOR.NS,5.0,20.0,55,54.5,1.69,5.84,-3.29,9.12,-7.97,12.0,234306.55,134.31,14.17,27.17,0.52,27,0,27,1
TVSMOTOR.NS,5.0,15.0,55,54.5,1.69,5.84,-3.29,9.12,-7.97,12.0,234306.55,134.31,14.17,27.17,0.52,27,0,27,1
TVSMOTOR.NS,5.0,10.0,55,54.5,1.69,5.84,-3.29,9.12,-7.97,12.0,234306.55,134.31,14.17,27.17,0.52,27,0,27,1
TVSMOTOR.NS,5.0,5.0,55,54.5,1.7,5.84,-3.26,9.12,-7.97,11.5,236757.0,136.76,14.36,26.22,0.55,27,6,22,0
ANANDRATHI.NS,5.0,15.0,33,54.5,1.93,6.43,-3.47,13.32,-8.15,15.2,177642.5,77.64,14.53,18.62,0.78,14,0,16,3
ANANDRATHI.NS,5.0,10.0,33,54.5,1.93,6.43,-3.47,13.32,-8.15,15.2,177642.5,77.64,14.53,18.62,0.78,14,0,16,3
HBLENGINE.NS,3.0,15.0,11,54.5,0.26,5.44,-5.96,8.43,-9.46,7.5,100875.45,0.88,0.71,15.21,0.05,6,0,5,0
HBLENGINE.NS,3.0,20.0,11,54.5,0.26,5.44,-5.96,8.43,-9.46,7.5,100875.45,0.88,0.71,15.21,0.05,6,0,5,0
TVSMOTOR.NS,5.0,25.0,55,54.5,1.69,5.84,-3.29,9.12,-7.97,12.0,234306.55,134.31,14.17,27.17,0.52,27,0,27,1
ANANDRATHI.NS,5.0,20.0,33,54.5,1.93,6.43,-3.47,13.32,-8.15,15.2,177642.5,77.64,14.53,18.62,0.78,14,0,16,3
ANANDRATHI.NS,5.0,5.0,33,54.5,2.02,6.43,-3.28,13.32,-6.55,15.0,182910.17,82.91,15.32,17.73,0.86,14,5,11,3
ANANDRATHI.NS,5.0,25.0,33,54.5,1.93,6.43,-3.47,13.32,-8.15,15.2,177642.5,77.64,14.53,18.62,0.78,14,0,16,3
HBLENGINE.NS,3.0,10.0,11,54.5,0.26,5.44,-5.96,8.43,-9.46,7.5,100875.45,0.88,0.71,15.21,0.05,6,0,5,0
HBLENGINE.NS,3.0,5.0,11,54.5,0.26,5.44,-5.96,8.43,-9.46,7.5,100875.45,0.88,0.71,15.21,0.05,6,4,1,0
FEDERALBNK.NS,2.0,5.0,68,54.4,0.39,3.93,-3.83,10.59,-8.09,7.3,122765.59,22.77,3.24,33.36,0.1,38,5,25,0
BSE.NS,10.0,20.0,46,54.3,3.88,11.89,-5.66,21.88,-13.8,13.3,466941.66,366.94,27.11,30.47,0.89,21,0,25,0
BSE.NS,10.0,10.0,46,54.3,3.88,11.89,-5.66,21.88,-13.8,13.3,466941.66,366.94,27.11,30.47,0.89,21,1,24,0
BSE.NS,10.0,15.0,46,54.3,3.88,11.89,-5.66,21.88,-13.8,13.3,466941.66,366.94,27.11,30.47,0.89,21,0,25,0
BSE.NS,10.0,25.0,46,54.3,3.88,11.89,-5.66,21.88,-13.8,13.3,466941.66,366.94,27.11,30.47,0.89,21,0,25,0
INDIANB.NS,3.0,10.0,59,54.2,0.64,5.76,-5.42,17.48,-13.0,8.2,129940.05,29.94,4.16,27.16,0.15,33,2,24,0
INDIANB.NS,3.0,20.0,59,54.2,0.6,5.76,-5.5,17.48,-14.54,8.3,126287.6,26.29,3.7,27.32,0.14,33,0,26,0
INDIANB.NS,3.0,25.0,59,54.2,0.6,5.76,-5.5,17.48,-14.54,8.3,126287.6,26.29,3.7,27.32,0.14,33,0,26,0
AUBANK.NS,3.0,10.0,48,54.2,0.23,4.57,-4.89,8.31,-14.67,9.4,104682.4,4.68,0.71,29.71,0.02,25,1,21,1
AUBANK.NS,3.0,15.0,48,54.2,0.37,4.57,-4.6,8.31,-9.92,9.4,112458.67,12.46,1.84,24.49,0.08,25,0,22,1
AUBANK.NS,3.0,25.0,48,54.2,0.37,4.57,-4.6,8.31,-9.92,9.4,112458.67,12.46,1.84,24.49,0.08,25,0,22,1
AUBANK.NS,3.0,20.0,48,54.2,0.37,4.57,-4.6,8.31,-9.92,9.4,112458.67,12.46,1.84,24.49,0.08,25,0,22,1
INDIANB.NS,3.0,15.0,59,54.2,0.6,5.76,-5.5,17.48,-14.54,8.3,126287.6,26.29,3.7,27.32,0.14,33,0,26,0
RBLBANK.NS,3.0,10.0,61,54.1,0.8,5.73,-5.01,24.88,-10.98,7.0,145494.17,45.49,6.01,28.99,0.21,33,2,26,0
RBLBANK.NS,3.0,15.0,61,54.1,0.8,5.73,-5.01,24.88,-10.98,7.0,145494.17,45.49,6.01,28.99,0.21,33,0,28,0
RBLBANK.NS,3.0,25.0,61,54.1,0.8,5.73,-5.01,24.88,-10.98,7.0,145494.17,45.49,6.01,28.99,0.21,33,0,28,0
RBLBANK.NS,3.0,20.0,61,54.1,0.8,5.73,-5.01,24.88,-10.98,7.0,145494.17,45.49,6.01,28.99,0.21,33,0,28,0
ASTERDM.NS,5.0,25.0,52,53.8,2.13,8.03,-4.77,17.97,-9.9,13.8,262506.85,162.51,16.21,25.21,0.64,25,0,23,4
CUB.NS,2.0,15.0,52,53.8,-0.14,3.99,-4.97,7.77,-9.38,7.4,87494.82,-12.51,-2.06,35.4,-0.06,28,0,24,0
ASTERDM.NS,5.0,15.0,52,53.8,2.13,8.03,-4.77,17.97,-9.9,13.8,262506.85,162.51,16.21,25.21,0.64,25,0,23,4
ASTERDM.NS,5.0,20.0,52,53.8,2.13,8.03,-4.77,17.97,-9.9,13.8,262506.85,162.51,16.21,25.21,0.64,25,0,23,4
CUB.NS,2.0,20.0,52,53.8,-0.14,3.99,-4.97,7.77,-9.38,7.4,87494.82,-12.51,-2.06,35.4,-0.06,28,0,24,0
CUB.NS,2.0,10.0,52,53.8,-0.14,3.99,-4.97,7.77,-9.38,7.4,87494.82,-12.51,-2.06,35.4,-0.06,28,1,23,0
ASTERDM.NS,5.0,10.0,52,53.8,2.13,8.03,-4.77,17.97,-9.9,13.8,262506.85,162.51,16.21,25.21,0.64,25,0,23,4
CUB.NS,2.0,25.0,52,53.8,-0.14,3.99,-4.97,7.77,-9.38,7.4,87494.82,-12.51,-2.06,35.4,-0.06,28,0,24,0
HEROMOTOCO.NS,3.0,5.0,41,53.7,1.16,4.64,-2.88,8.28,-5.48,9.1,154137.85,54.14,6.97,16.3,0.43,22,4,15,0
CUMMINSIND.NS,10.0,25.0,43,53.5,2.99,9.25,-4.21,19.85,-14.72,17.3,311429.85,211.43,19.34,24.12,0.8,13,0,23,7
CUMMINSIND.NS,10.0,20.0,43,53.5,2.99,9.25,-4.21,19.85,-14.72,17.3,311429.85,211.43,19.34,24.12,0.8,13,0,23,7
CUMMINSIND.NS,10.0,15.0,43,53.5,2.99,9.25,-4.21,19.85,-14.72,17.3,311429.85,211.43,19.34,24.12,0.8,13,0,23,7
CUMMINSIND.NS,10.0,10.0,43,53.5,2.99,9.25,-4.21,19.85,-14.72,17.3,311429.85,211.43,19.34,24.12,0.8,13,0,23,7
CUMMINSIND.NS,10.0,5.0,43,53.5,3.07,9.25,-4.03,19.85,-14.72,17.2,322087.0,222.09,19.97,24.19,0.83,13,5,18,7
M&M.NS,3.0,15.0,58,53.4,0.34,6.6,-6.85,30.37,-14.23,6.8,98118.77,-1.88,-0.3,62.04,-0.0,31,0,27,0
MUTHOOTFIN.NS,3.0,5.0,58,53.4,0.33,4.77,-4.76,11.21,-13.0,8.7,111702.15,11.7,1.74,24.41,0.07,28,11,18,1
M&M.NS,3.0,20.0,58,53.4,0.34,6.6,-6.85,30.37,-14.23,6.8,98118.77,-1.88,-0.3,62.04,-0.0,31,0,27,0
M&M.NS,3.0,25.0,58,53.4,0.34,6.6,-6.85,30.37,-14.23,6.8,98118.77,-1.88,-0.3,62.04,-0.0,31,0,27,0
M&M.NS,3.0,10.0,58,53.4,0.41,6.6,-6.69,30.37,-12.96,6.7,103045.45,3.05,0.47,62.04,0.01,31,6,21,0
INDIANB.NS,3.0,5.0,60,53.3,0.72,5.63,-4.89,17.48,-13.0,7.6,138233.45,38.23,5.17,27.17,0.19,33,10,17,0
LAURUSLABS.NS,5.0,25.0,47,53.2,1.76,7.38,-4.63,12.61,-11.52,11.9,206676.04,106.68,11.96,25.0,0.48,24,0,22,1
LAURUSLABS.NS,5.0,15.0,47,53.2,1.76,7.38,-4.63,12.61,-11.52,11.9,206676.04,106.68,11.96,25.0,0.48,24,0,22,1
LAURUSLABS.NS,5.0,20.0,47,53.2,1.76,7.38,-4.63,12.61,-11.52,11.9,206676.04,106.68,11.96,25.0,0.48,24,0,22,1
LAURUSLABS.NS,5.0,10.0,47,53.2,1.76,7.38,-4.63,12.61,-11.52,11.9,206676.04,106.68,11.96,25.0,0.48,24,1,21,1
ASTERDM.NS,10.0,10.0,47,53.2,2.36,8.69,-4.82,17.45,-9.9,16.8,261855.45,161.86,16.16,28.43,0.57,13,0,25,9
ASTERDM.NS,10.0,15.0,47,53.2,2.36,8.69,-4.82,17.45,-9.9,16.8,261855.45,161.86,16.16,28.43,0.57,13,0,25,9
ASTERDM.NS,10.0,20.0,47,53.2,2.36,8.69,-4.82,17.45,-9.9,16.8,261855.45,161.86,16.16,28.43,0.57,13,0,25,9
ASTERDM.NS,10.0,25.0,47,53.2,2.36,8.69,-4.82,17.45,-9.9,16.8,261855.45,161.86,16.16,28.43,0.57,13,0,25,9
ASTERDM.NS,8.0,10.0,49,53.1,2.38,8.6,-4.65,17.06,-9.9,15.0,277976.6,177.98,17.25,24.6,0.7,19,0,24,6
ASTERDM.NS,8.0,20.0,49,53.1,2.38,8.6,-4.65,17.06,-9.9,15.0,277976.6,177.98,17.25,24.6,0.7,19,0,24,6
ASTERDM.NS,8.0,15.0,49,53.1,2.38,8.6,-4.65,17.06,-9.9,15.0,277976.6,177.98,17.25,24.6,0.7,19,0,24,6
ASTERDM.NS,8.0,25.0,49,53.1,2.38,8.6,-4.65,17.06,-9.9,15.0,277976.6,177.98,17.25,24.6,0.7,19,0,24,6
GMRINFRA.NS,2.0,5.0,49,53.1,0.56,6.0,-5.58,15.9,-15.59,6.4,117821.6,17.82,3.2,27.53,0.12,26,14,9,0
AUBANK.NS,2.0,25.0,49,53.1,-0.03,3.87,-4.43,8.31,-9.92,8.3,93911.99,-6.09,-0.97,25.39,-0.04,27,0,22,0
AUBANK.NS,2.0,20.0,49,53.1,-0.03,3.87,-4.43,8.31,-9.92,8.3,93911.99,-6.09,-0.97,25.39,-0.04,27,0,22,0
AUBANK.NS,2.0,15.0,49,53.1,-0.03,3.87,-4.43,8.31,-9.92,8.3,93911.99,-6.09,-0.97,25.39,-0.04,27,0,22,0
AUBANK.NS,2.0,10.0,49,53.1,-0.16,3.87,-4.71,8.31,-14.67,8.2,87313.92,-12.69,-2.09,30.59,-0.07,27,1,21,0
SHRIRAMFIN.NS,5.0,15.0,55,52.7,1.39,6.92,-4.78,20.07,-9.81,10.5,191000.99,91.0,10.6,24.74,0.43,26,0,28,1
SHRIRAMFIN.NS,5.0,10.0,55,52.7,1.39,6.92,-4.78,20.07,-9.81,10.5,191000.99,91.0,10.6,24.74,0.43,26,1,27,1
SHRIRAMFIN.NS,5.0,25.0,55,52.7,1.39,6.92,-4.78,20.07,-9.81,10.5,191000.99,91.0,10.6,24.74,0.43,26,0,28,1
SHRIRAMFIN.NS,5.0,20.0,55,52.7,1.39,6.92,-4.78,20.07,-9.81,10.5,191000.99,91.0,10.6,24.74,0.43,26,0,28,1
UPL.NS,2.0,10.0,57,52.6,-0.18,3.64,-4.42,8.94,-15.14,7.3,84974.1,-15.03,-2.5,44.77,-0.06,31,1,25,0
UPL.NS,2.0,15.0,57,52.6,-0.18,3.64,-4.42,8.94,-15.14,7.3,84974.1,-15.03,-2.5,44.77,-0.06,31,1,25,0
UPL.NS,2.0,20.0,57,52.6,-0.18,3.64,-4.42,8.94,-15.14,7.3,84974.1,-15.03,-2.5,44.77,-0.06,31,0,26,0
UPL.NS,2.0,25.0,57,52.6,-0.18,3.64,-4.42,8.94,-15.14,7.3,84974.1,-15.03,-2.5,44.77,-0.06,31,0,26,0
RBLBANK.NS,3.0,5.0,63,52.4,0.7,5.81,-4.93,24.88,-9.52,6.6,137951.08,37.95,5.14,28.22,0.18,33,14,16,0
M&M.NS,2.0,5.0,63,52.4,0.34,6.08,-5.99,30.37,-12.77,5.4,101615.75,1.62,0.25,57.83,0.0,34,19,10,0
GMRINFRA.NS,3.0,25.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
GMRINFRA.NS,3.0,20.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
GMRINFRA.NS,3.0,10.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,3,18,0
GMRINFRA.NS,3.0,15.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
AUBANK.NS,3.0,5.0,48,52.1,0.26,4.65,-4.51,8.31,-9.92,9.2,106823.1,6.82,1.03,23.66,0.04,24,10,13,1
ASIANPAINT.NS,2.0,20.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,15.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,5.0,50,52.0,-0.02,3.32,-3.63,6.8,-8.18,9.0,95732.75,-4.27,-0.68,22.48,-0.03,26,7,17,0
ASIANPAINT.NS,2.0,25.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,10.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
BSE.NS,10.0,5.0,50,52.0,3.78,11.93,-5.05,21.88,-10.27,12.1,518681.3,418.68,29.2,24.98,1.17,22,17,11,0
UPL.NS,2.0,5.0,58,51.7,-0.29,3.62,-4.49,8.94,-15.14,7.1,79214.12,-20.79,-3.56,44.73,-0.08,31,10,17,0
ASTERDM.NS,5.0,5.0,58,51.7,2.15,8.21,-4.35,17.97,-8.95,11.4,298832.45,198.83,18.58,25.43,0.73,27,14,15,2
ANANDRATHI.NS,10.0,20.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,5.0,31,51.6,2.14,7.14,-3.2,14.61,-6.55,17.7,180412.5,80.41,14.95,23.5,0.64,8,5,13,5
ANANDRATHI.NS,10.0,15.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,25.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,10.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
CUMMINSIND.NS,8.0,10.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,25.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,20.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,15.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,5.0,43,51.2,2.38,8.33,-3.84,13.81,-14.72,15.9,247808.05,147.81,15.17,24.04,0.63,17,5,18,3
AUBANK.NS,2.0,5.0,49,51.0,-0.13,3.92,-4.35,8.31,-9.92,8.1,89129.01,-10.87,-1.78,24.24,-0.07,26,10,13,0
EICHERMOT.NS,2.0,25.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
EICHERMOT.NS,2.0,10.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,1,28,0
SHRIRAMFIN.NS,5.0,5.0,57,50.9,1.19,6.77,-4.59,20.07,-8.46,9.9,176058.85,76.06,9.2,23.47,0.39,26,16,14,1
EICHERMOT.NS,2.0,15.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
EICHERMOT.NS,2.0,20.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
AUBANK.NS,5.0,15.0,46,50.0,0.85,6.32,-4.61,13.13,-9.92,11.6,136487.89,36.49,4.96,23.64,0.21,20,0,23,3
HINDALCO.NS,8.0,5.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,8,21,3
HBLENGINE.NS,8.0,25.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,0,6,1
HBLENGINE.NS,10.0,5.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,5,1,1
AUBANK.NS,5.0,10.0,46,50.0,0.71,6.32,-4.89,13.13,-14.67,11.5,127008.16,27.01,3.79,23.67,0.16,20,1,22,3
AUBANK.NS,5.0,20.0,46,50.0,0.85,6.32,-4.61,13.13,-9.92,11.6,136487.89,36.49,4.96,23.64,0.21,20,0,23,3
